roe,debt_to_equity,sales_growth,company_id,score,pros_flags,cons_flags
22.411128284389488,0.0,-27.372583479789103,ABB,75,"['Company has delivered strong return on equity, indicating efficient capital utilization.', 'Company has a strong balance sheet with very low debt.']",['Company has experienced a decline in sales growth.']
0.0,0.0,-100.0,ADANIENSOL,65,['Company has a strong balance sheet with very low debt.'],"['Company has experienced a decline in sales growth.', 'Company has a low return on equity, indicating weaker capital efficiency.']"
5.692652832305104,3.240418769863526,-15.600487742733907,ADANIENT,25,[],"['Company has experienced a decline in sales growth.', 'Company carries a high debt burden which may impact profitability.', 'Company has a low return on equity, indicating weaker capital efficiency.']"
-3.906899418121363,3.6134663341645887,-66.08108108108108,ADANIGREEN,25,[],"['Company has experienced a decline in sales growth.', 'Company has a low return on equity, indicating weaker capital efficiency.', 'Company carries a high debt burden which may impact profitability.']"
25.633406318423525,1.817328745699093,-25.94202898550725,ADANIPORTS,35,"['Company has delivered strong return on equity, indicating efficient capital utilization.']","['Company has experienced a decline in sales growth.', 'Company carries a high debt burden which may impact profitability.']"
-53.459119496855344,9.735616119263918,-56.341336116910234,ADANIPOWER,25,[],"['Company has experienced a decline in sales growth.', 'Company has a low return on equity, indicating weaker capital efficiency.', 'Company carries a high debt burden which may impact profitability.']"
14.686825053995682,0.006820506991019666,6.418513262744242,AMBUJACEM,95,"['Company has maintained a healthy return on equity.', 'Company has shown moderate sales growth.', 'Company has a strong balance sheet with very low debt.']",[]
11.030214779759739,0.4415726246814707,-13.495524443424376,APOLLOHOSP,65,"['Company has maintained a healthy return on equity.', 'Company has a strong balance sheet with very low debt.']",['Company has experienced a decline in sales growth.']
34.2789598108747,0.0741725768321513,-14.042553191489363,ASIANPAINT,75,"['Company has delivered strong return on equity, indicating efficient capital utilization.', 'Company has a strong balance sheet with very low debt.']",['Company has experienced a decline in sales growth.']
15.94488188976378,1.3238188976377954,-20.069808027923212,ATGL,55,"['Company has delivered strong return on equity, indicating efficient capital utilization.']",['Company has experienced a decline in sales growth.']
15.6191567645817,8.93461608058387,-11.285532456512517,AXISBANK,35,"['Company has delivered strong return on equity, indicating efficient capital utilization.']","['Company has experienced a decline in sales growth.', 'Company carries a high debt burden which may impact profitability.']"
38.84686918784873,0.014383137011779294,-0.5561900978298655,BAJAJ-AUTO,75,"['Company has delivered strong return on equity, indicating efficient capital utilization.', 'Company has a strong balance sheet with very low debt.']",['Company has experienced a decline in sales growth.']
28.377339143809277,1.6650858754165598,33.73734019591566,BAJAJFINSV,75,"['Company has delivered strong sales growth in recent periods.', 'Company has delivered strong return on equity, indicating efficient capital utilization.']",['Company carries a high debt burden which may impact profitability.']
17.941034316094733,0.0,-20.33096926713948,BAJAJHLDNG,75,"['Company has delivered strong return on equity, indicating efficient capital utilization.', 'Company has a strong balance sheet with very low debt.']",['Company has experienced a decline in sales growth.']
18.708333333333332,5.553125,-26.12686669406768,BAJFINANCE,35,"['Company has delivered strong return on equity, indicating efficient capital utilization.']","['Company has experienced a decline in sales growth.', 'Company carries a high debt burden which may impact profitability.']"
14.509344390361157,15.299320954269575,-9.9374737414428,BANKBARODA,25,['Company has maintained a healthy return on equity.'],"['Company has experienced a decline in sales growth.', 'Company carries a high debt burden which may impact profitability.']"
15183.333333333334,4.0,-3.7588217244553546,BEL,35,"['Company has delivered strong return on equity, indicating efficient capital utilization.']","['Company has experienced a decline in sales growth.', 'Company carries a high debt burden which may impact profitability.']"
4.50498787806526,1.326179404634156,-10.385027485325631,BHARTIARTL,45,[],"['Company has experienced a decline in sales growth.', 'Company has a low return on equity, indicating weaker capital efficiency.']"
21.90906412648532,0.08831712985695113,23.61416546598923,BHEL,100,"['Company has delivered strong sales growth in recent periods.', 'Company has delivered strong return on equity, indicating efficient capital utilization.', 'Company has a strong balance sheet with very low debt.']",[]
17.19002332675399,0.041270410909743406,-1.1191047162270185,BOSCHLTD,75,"['Company has delivered strong return on equity, indicating efficient capital utilization.', 'Company has a strong balance sheet with very low debt.']",['Company has experienced a decline in sales growth.']
11.540983606557377,1.9765722801788375,-8.410829699607822,BPCL,25,['Company has maintained a healthy return on equity.'],"['Company has experienced a decline in sales growth.', 'Company carries a high debt burden which may impact profitability.']"
46.59498207885305,0.6810035842293907,-10.530883842036742,BRITANNIA,65,"['Company has delivered strong return on equity, indicating efficient capital utilization.', 'Company has manageable debt levels.']",['Company has experienced a decline in sales growth.']
11.896250397203687,14.936447410231967,-13.899418751579478,CANBK,25,['Company has maintained a healthy return on equity.'],"['Company has experienced a decline in sales growth.', 'Company carries a high debt burden which may impact profitability.']"
15.778688524590164,7.822233606557377,-21.622445867642572,CHOLAFIN,35,"['Company has delivered strong return on equity, indicating efficient capital utilization.']","['Company has experienced a decline in sales growth.', 'Company carries a high debt burden which may impact profitability.']"
17.130502272979268,0.10721809513249805,-18.61791015433009,CIPLA,75,"['Company has delivered strong return on equity, indicating efficient capital utilization.', 'Company has a strong balance sheet with very low debt.']",['Company has experienced a decline in sales growth.']
35.80623865324311,0.026922759531275788,-3.2645026059370044,COALINDIA,75,"['Company has delivered strong return on equity, indicating efficient capital utilization.', 'Company has a strong balance sheet with very low debt.']",['Company has experienced a decline in sales growth.']
36.563245823389025,0.5494033412887828,-13.006517427033154,DABUR,65,"['Company has delivered strong return on equity, indicating efficient capital utilization.', 'Company has manageable debt levels.']",['Company has experienced a decline in sales growth.']
